Id,indegree
Music Of Polynesia,2
Troy,2
Bayreuther Blätter,4
Cantus Firmus,3
Blowin' In The Wind,2
Goethe,2
Tomaso Albinoni,2
Indie Rock,2
Aaron Schroeder,3
Hollywood Walk Of Fame,3
"String Quartets, Op. 51 (Brahms)",2
32-Bar Form,2
Milestones (Miles Davis Album),2
Clyde Mcphatter,3
Starclub,2
The Beach Boys: An American Band,2
Heinrich Von Kleist,6
The Rolling Stone Album Guide,2
Regeneration (Roy Orbison Album),2
Milt Jackson,2
Chandos Records,3
Still Cruisin',2
Rosalind Ashford,2
Joel Cohen (Musician),2
Break (Music),2
Do You Want To Know A Secret,3
The Warmth Of The Sun (Album),2
Carl Wilson,3
Stiff Records,2
Lutheran Chorale,3
Beachago,2
Johann Christoph Bach (Organist At Ohrdruf),2
Christoph Wolff,3
Music Week,3
History Of Lute-Family Instruments,2
Tin Pan Alley,3
Juliusz Słowacki,6
Don'T Let Me Down (Beatles Song),2
Eneida,2
Ferenc Erkel,6
Indie Pop,2
Otto Klemperer,6
Music Of Antigua And Barbuda,2
John Belushi,2
Ludwig Tieck,6
"Two Songs For Voice, Viola And Piano",2
Ludwig Geyer,4
Nikolay Karamzin,6
Violin Sonata No. 2 (Brahms),2
Opera Up Close,2
Johan Vilhelm Snellman,6
"Christen, Ätzet Diesen Tag, Bwv 63",2
Crying (Album),2
"Der Himmel Lacht! Die Erde Jubilieret, Bwv 31",2
You Won'T Be Leaving,2
Head (Film),2
Die Meistersinger Von Nürnberg,5
That'S What My Love Is For,2
Ricky Nelson,2
Coltrane'S Sound,2
Everybody Plays The Fool,2
Piotr Michałowski,6
Adam Oehlenschläger,6
Lohengrin Discography,4
Music Of Singapore,2
Pierre-Auguste Renoir,2
Pyotr Ilyich Tchaikovsky And The Belyayev Circle,6
Glimmerglass Opera,2
Don Gibson,2
"Brahms Museum, Mürzzuschlag",2
I Like It Like That (Chris Kenner Song),3
Lake Poets,6
Macar,2
Milica Stojadinović-Srpkinja,6
Romantic Psychology,6
Kurt Winter,2
Roy Orbison At The Rock House,2
Whatever (Oasis Song),2
Jan Swafford,2
Piano Concerto No. 1 (Brahms),2
Christopher Hogwood,3
The Dave Clark Five (Album),3
Western Swing,2
Middle Ages In History,6
If I Fell,3
"Sunshine, Lollipops And Rainbows",2
Aeneads,2
Carl Perkins,2
California Saga/California,2
If Somebody Loves You,3
Preromanticism,6
Cosmic Music,2
Nikolai Gogol,6
Chillwave,2
Historical Fiction,6
White House,2
Félicité De La Mennais,6
Scholars,6
Little Saint Nick,2
Francesco Hayez,6
"Magnificat In E-Flat Major, Bwv 243A",2
Missing Links (Album),2
Shania Twain,2
Lavinia,2
Romanticism And The French Revolution,6
Evenings At The Village Gate: John Coltrane With Eric Dolphy,2
Don'T Stop...,2
Grammy Award For Best Opera Recording,2
American Broadcasting Company,2
Naim Frashëri,6
You'Re Going To Lose That Girl,2
Contemporary Christian Music,2
Symphony No. 3 (Brahms),3
"Piano Sonata In C Major, D 279 (Schubert)",2
Music Of North Korea,2
Wahnfried,4
Piano Sonata No. 3 (Brahms),2
Music Of Andorra,2
"The Cenotaph, Whitehall",2
Thelonious Himself,2
"Impromptus, Op. 142 (Schubert)",2
"That Was Then, This Is Now (Song)",2
Neutral Second,2
Anthony Tommasini,2
Friedrich Wilhelm Joseph Schelling,6
Augmented Dominant Chord,1
Janet Jackson,2
Amy Beach,6
Long Promised Road,2
Music Of The Czech Republic,2
Easy-Listening,4
Live Forever (Oasis Song),2
Barrel Full Of Monkees,2
Sergei Bortkiewicz,6
Greatest Hits (Martha And The Vandellas Album),2
Les Arts Florissants (Ensemble),2
Da Doo Ron Ron,2
Le Figaro,2
Jean Paul,6
Micky Dolenz,2
Music Of Colombia,2
The Dreams We Have As Children – Live At The Royal Albert Hall,2
Basic Miles: The Classic Performances Of Miles Davis,2
Traveling Wilburys Vol. 1,2
"Die Elenden Sollen Essen, Bwv 75",3
Capitol Records,4
String Sextet No. 2 (Brahms),2
Landscape With Ascanius Shooting The Stag Of Sylvia,2
Roy Orbison Sings,2
Theodosius (Play),2
Marvin Hamlisch,2
Nobody'S Child (Hank Snow Song),3
5 By 5 (1964–69),3
Liberty Records,4
Jean-Luc Nancy,6
Adult/Child,2
Hmv,2
Helenus,2
Muzio Clementi,3
Passage (Music),2
Dietrich Fischer-Dieskau,3
"The Mastery Of John Coltrane, Vol. 4: Trane'S Modes",2
Secular Music,3
A Hard Day'S Night (Film),2
Kurt Atterberg,6
Music Technology,2
Gustav Schwab,6
Book Of Ballymote,2
Pete Townshend,2
Music Of Madagascar,2
Gesamtkunstwerk,9
Lists Of Songs,2
Green Day,3
Definitely Maybe Tour,2
I'M Outta Time,2
Emmanuel Music,2
Cupid,2
Rhine Romanticism,6
The Five (Composers),2
Emo,2
Piano Trio No. 2 (Brahms),2
Music Of Benin,2
Child Of Winter (Christmas Song),2
The Sound Of Music,3
The Dave Clark Five Discography,3
Cigarettes & Alcohol,2
String Quartet No. 14 (Beethoven),2
Da Capo Press,2
Quos Ego,2
I Saw Her Standing There,4
Music Of Seychelles,2
Andrew Sandoval,2
Music Of Saint Lucia,2
Toronto Star,2
Kingston Trio,2
Gérard De Nerval,7
"Quartettsatz, D 103 (Schubert)",2
Help!,2
Music Of Bolivia,2
Erik Gustaf Geijer,7
Dig Out Your Soul,2
The Wichita Train Whistle Sings,2
Up Where We Belong,2
Murder Of John Lennon,2
Anna Laetitia Barbauld,6
Vaterländischer Künstlerverein,2
Laocoön,2
Philadelphia,2
Vg-Lista,3
I Want To Hold Your Hand,7
Good Vibrations,2
University Of North Texas Libraries,3
Hans-Joachim Schulze,2
Murry Wilson,2
Wouldn'T It Be Nice: My Own Story,2
Orientalism,2
Gee (The Crows Song),2
Help! (Song),3
Through-Composed Music,2
Hook (Music),2
Ian Macdonald,3
Rod Mckuen,2
"Memphis, Tennessee",2
Neue Bach-Ausgabe,2
Leevi Madetoja,6
Philippe Lacoue-Labarthe,6
Doctor Faustus (Novel),2
Thymoetes,2
Elymus (Mythology),2
Phil Collins,3
Trevor Pinnock,2
Day Tripper,2
Music Of The Marshall Islands,2
Colgems Records,2
Desmond Shawe-Taylor (Music Critic),2
Das Rheingold Discography,4
Monkeemania (The Very Best Of The Monkees),2
Giovanni Pacini,6
Royal Philharmonic Society,2
Triumphlied,2
"Ob-La-Di, Ob-La-Da",2
Coltrane Time,2
Musopen,4
Sam Cooke,2
Handle With Care (Song),2
Music Of Thailand,2
Npr,5
Jena Romanticism,6
Music Of The Dominican Republic,2
Music Of New Zealand,2
K.D. Lang,3
Philipp Spitta,3
Music Of Malawi,2
Romantic Poetry,6
Progressive Pop,2
Cleveland,2
I Dreamed A Dream (Album),2
Rickenbacker,2
Antonio Bazzini,6
I'Ll Get You,2
Alma Mahler,2
"Die Himmel Erzählen Die Ehre Gottes, Bwv 76",2
Having A Wild Weekend (Dave Clark Five Album),3
John Fogerty,2
Yesterday (Beatles Song),2
Bwv 1082,2
She Believes In Love Again,2
Eleven Chorale Preludes,2
Curtis Price,2
The Ventures,3
James Ward (English Artist),6
Six Moments Musicaux (Schubert),2
Antoine-Augustin Préault,6
Fantasia (1940 Film),2
Within You Without You,2
Robert Fuchs (Composer),2
A Must To Avoid (Ep),2
Nibelungenlied,2
Yes It Is,3
Ferdinand Hiller,2
Some Enchanted Evening (Song),2
Leon Plantinga,2
Samuel Palmer,6
Lichtental,2
Ukrainian School,6
Developing Variation,4
Shakermaker,2
Arthur Oncken Lovejoy,6
Columbia University Press,2
Maria Edgeworth,6
Sunshine Girl (Herman'S Hermits Song),2
Gothic Revival Architecture,6
Music Of Botswana,2
Blue Flower,6
Music Of India,2
Acquiesce,2
Tiberinus (God),2
Music School,3
Júlio Dinis,6
Romantic Medicine,6
John Field (Composer),6
The Shirelles,2
Predrag Gosta,2
California Sound,2
Paul Mcguigan (Musician),2
Romance (Music),2
Cornell University Press,2
Beatles For Sale,2
Controversies Surrounding Richard Wagner,4
Picander Cycle Of 1728–29,3
Scenes From Goethe'S Faust,2
Die Sieger,4
Long Tall Sally,2
I Can Hear Music: The 20/20 Sessions,2
The Beach Boys Today!,2
Lesley Gore Sings Of Mixed-Up Hearts,2
Wild Honey (The Beach Boys Song),2
Belus (Tyre),2
The Tour Of Brotherly Love,2
Mumford & Sons,2
New Musicology,2
She'S A Fool,2
Get Back,3
Norse Mythology,2
Vergilius Romanus,2
The Fastest Guitar Alive,2
Music Of Trinidad And Tobago,2
Music Of Tanzania,2
Chicago Stadium,2
Netherlands Bach Society,2
Drag City (Song),2
Vergilius Augusteus,2
The Journal Of Musicology,2
Kenny Rogers,2
American Tour,3
Symphonic Poem,7
Joaquín Rodrigo,2
Wagner Dream,4
Music Of Latin America,2
Lao Classical Music,2
Music Of The Republic Of The Congo,2
Justus (Album),2
There'S A Kind Of Hush All Over The World,2
1964 In Music,2
John Sebastian,2
Dance-Pop,3
Mein Leben (Wagner),5
Buffy Sainte-Marie,2
M.I.U. Album,2
Eleanor Rigby,2
Romantic Chess,6
Surfin' Safari (Song),2
Political Commentary Of The Aeneid,2
Transcendental Études,2
A Fool'S Preferment,2
Passions (Bach),2
Akseli Gallen-Kallela,6
Loose Salute,2
Do-Re-Mi,2
Sunday Morning Call,2
Discography Of American Historical Recordings,2
She Came In Through The Bathroom Window,2
Leopold Stokowski,3
Grand Funk Railroad,2
Monkee Flips,2
The Smile Sessions,2
Teresa Berganza,2
Hans Von Wolzogen,2
John William Polidori,6
Nahum Tate,2
Compilation Album,3
Alexander Chavchavadze,6
Isaiah Berlin,6
Getcha Back,2
Adele,4
Bbc Radio 3,6
Fagundes Varela,6
Sun Ship,2
Stereolab,2
Sweet Little Sixteen,2
Dance Music,2
"Dolenz, Jones, Boyce & Hart",2
Elgar,2
Music Of Mali,2
Louis Janmot,6
Summer In Paradise,2
Casimiro De Abreu,6
Time Flies... 1994–2009,2
Dimitri Tiomkin,2
Marcel Proust,2
Oh My My (The Monkees Song),2
Antoine Wiertz,6
Ultimate Classic Rock,2
Gilles Cantagrel,2
The Adventures Of Rocky And Bullwinkle And Friends,2
Rick Huxley,3
Émile Prudent,6
Gerald Moore,2
Al Jardine,3
"Jesu, Meine Freude, Bwv 227",2
Alexandre Dumas,6
Thidreks Saga,2
Computational Musicology,2
Venus And Adonis (Opera),2
Hey Jude,3
Africa,2
Bobby Brown,2
Novalis,6
Paul De Man,6
Don'T Fight The Sea,2
Fromental Halévy,6
Romanticism In Spanish Literature,6
The Caravelles,3
"Wachet Auf, Ruft Uns Die Stimme, Bwv 140",2
Flavours (Album),2
Piano Trio No. 3 (Brahms),2
Robin Gibb,2
Dear Old Stockholm (Album),2
John Alexander Fuller Maitland,4
Bruce Springsteen,4
"The Birds, The Bees & The Monkees",2
"Six Pieces For Piano, Op. 118 (Brahms)",2
Music Of Paraguay,2
Clara Bell,2
The Essential Roy Orbison,2
You'Re So Good To Me,2
Constantin Floros,2
New Orleans,2
Mimas (Aeneid),2
"Erschallet, Ihr Lieder, Erklinget, Ihr Saiten! Bwv 172",2
Chorale Prelude,8
Halsey (Singer),2
Both Directions At Once: The Lost Album,2
Music Of Ghana,2
Julian Lennon,2
Diane Warren,2
Easter Oratorio,2
Mary Robinson (Poet),6
Distant Key,2
Friedrich Schleiermacher,6
Mercury Records,3
Beat Music,5
Mick Jagger,4
Shakin' All Over,2
Vegetables (Song),2
David Baker (Composer),2
Art And Revolution,4
Bist Du Bei Mir,2
Music Of Ukraine,2
"Op. 120, No. 1 (Berio)",2
Ann Radcliffe,6
Project Gutenberg,2
Music Of Belize,2
I Should Have Known Better,3
Gonçalves Dias,6
Countdown (John Coltrane Song),2
Birth (2004 Film),2
Road Food,2
Taishō Roman,6
Transition (John Coltrane Album),2
"Piano Sonata In E Minor, D 566 (Schubert)",2
"Hello, Goodbye",2
Music Of Uruguay,2
Der Ring Des Nibelungen: Composition Of The Text,2
Androgeus (Aeneid),2
Come And Get It (Badfinger Song),2
Charles Villiers Stanford,2
John Mellencamp,2
D'You Know What I Mean?,2
Vladimir Stasov,2
Peter Gammond,2
A Love Supreme,2
No Sugar Tonight/New Mother Nature,2
Marcella (Song),2
Post-Punk,2
"Ein Feste Burg Ist Unser Gott, Bwv 80",2
Live At The Paramount (The Guess Who Album),2
Carl Czerny,6
Magical Mystery Tour,3
Last Train To Clarksville,2
The Definitive Monkees,2
"Monday, Monday",2
Automedon,2
The Beach Boys (Album),2
Somewhere Near Japan,2
Turnus,2
Andrew Parrott,3
Peter Wollny,2
Hal Blaine,4
Symphony,6
Extant Literature,2
Corynaeus,2
Glamour Boy,2
Music Of Barbados,2
First Meditations (For Quartet),2
Aeneas,2
Old Habits Die Hard,2
Minor Tenth,2
"Himmelskönig, Sei Willkommen, Bwv 182",2
Om (John Coltrane Album),2
There'S A Kind Of Hush,3
The English Concert,2
Ternary Form,2
All I Want To Do (The Beach Boys Song),2
Roy Orbison/The Beatles Tour,2
Dick Clark,2
"Liebeslieder Waltzes, Op. 52",2
Apple Records,2
Bing Crosby,4
Brahms Inlet,2
Matchbox (Song),2
Come And Get These Memories (Album),2
Missing Links Volume Three,2
"Violin Sonatas, Op. 137 (Schubert)",2
Die Laune Des Verliebten,4
The Pet Sounds Sessions,2
Lowell George,2
Leonard Chess,2
Tony Bennett,2
Share The Land,2
Music Of China,2
Tom Petty,4
Albert Edelfelt,6
Runnin' Back To Saskatoon,2
Ferdinand Schubert,2
Music Of Syria,2
Epsom Wells,2
Gustav Holst,6
Counter-Enlightenment,6
On Broadway (Song),3
Heathen Chemistry,2
Romantic Nationalism,6
Alexander Glazunov,6
Ronald Reagan,2
Lord Byron,6
Hit Factory (Album),2
Circus Music,2
Miles Davis And The Modern Jazz Giants,2
Music Of Saint Vincent And The Grenadines,2
Toronto,2
Music Of Bulgaria,2
Music Of Italy,2
19Th-Century French Literature,6
The Moor'S Pavane,2
Violin Concerto (Beethoven),2
Falling Down (Oasis Song),2
King Arthur (Opera),3
This Boy,3
Eneados,2
Rienzi,4
String Quintet No. 2 (Brahms),2
"St. Thomas Church, Leipzig",3
"Violin Sonata In A Major, D 574 (Schubert)",2
Alfred Cortot,2
Bono,2
1818 Brahms,2
Wanderer Above The Sea Of Fog,6
Parsifal Bell,4
William Hazlitt,6
Come Ye Sons Of Art,2
Lois Reeves,2
Hippocoon,2
Music Of Micronesia,2
Impressions (John Coltrane Album),2
Hail! Bright Cecilia,2
Album-Oriented Rock,2
Hans Pfitzner,3
Thirty-Two-Bar Form,3
Harlock Saga,2
Der Fliegende Holländer Discography,4
Got To Get You Into My Life,2
Heroes And Villains: The True Story Of The Beach Boys,2
Johann Strauss Ii,7
Album,4
Sting (Musician),4
Dresden,2
Joseph Anton Koch,6
David Popper,6
Charles Sanford Terry (Historian),2
New Bach Edition,3
Blaze (Herman'S Hermits Album),2
Der Rosenkavalier,2
William Sterndale Bennett,6
Liturgy,2
Germany,2
Honey Chile,2
Fayard,2
The Monkees (Album),2
University Of Illinois Press,2
Hank Williams The Roy Orbison Way,2
Shakin' All Over (Album),2
Music Of Honduras,2
Mark Morris (Choreographer),2
Sour Suite,2
Monk'S Music,2
Daydream Believer And Other Hits,2
Danish Golden Age,6
Juno (Mythology),2
Earl Slick,2
"Sonata In B-Flat Major For Piano Four-Hands, D 617 (Schubert)",2
Imogen Holst,2
Try Too Hard,3
Scottish Singles And Albums Chart,2
Cell (Music),2
Why Do Fools Fall In Love (Song),2
The Ballad Of John And Yoko,2
"Guns, Guns, Guns",2
Alfred Dürr,3
Music Of Grenada,2
Will Jennings,2
Symphony In C Major (Wagner),4
Joseph De Maistre,6
Piano Quartet No. 3 (Brahms),2
Stop The Clocks,2
Brahms Guitar,3
The Beach Boys: An American Family,2
Music Of Azerbaijan,2
Laza Kostić,6
Gaspare Spontini,6
The Girls On The Beach,2
Girl Group,3
Music Of El Salvador,2
Billy Joel,5
Otello,2
Music Of Ethiopia,2
Entertainment Weekly,2
Expecting Someone Taller,2
Music Of The Future,4
Camille Saint-Saëns,7
Antoni Malczewski,6
No Time (The Guess Who Song),2
Beach Boys Historic Landmark,2
The Beatles On The Ed Sullivan Show,2
Manuel De Falla,2
Columbia (Oasis Song),2
Clap For The Wolfman,2
Xtc,2
Music Of Saudi Arabia,2
Pandarus,2
Creusa (Wife Of Aeneas),2
Music And Politics,2
Philipp Veit,6
1960S In Music,2
In Dreams (Roy Orbison Song),2
Australia,2
The Independent,3
Isolde Beidler,4
Romanticism In Philosophy,6
I'Ll Have To Let Him Go,2
Brahms House (Baden-Baden),2
Amsterdam Baroque Orchestra & Choir,2
Elisabeth Schumann,2
Bahia (Album),2
Didone Abbandonata (Sarro),2
Music Of The Federated States Of Micronesia,2
Julius Stockhausen,2
Heinrich Heine,6
Musikdrama,4
Kapellmeister,2
Österreichische Musikzeitschrift,2
Nike Wagner,4
Heart And Soul (Hoagy Carmichael And Frank Loesser Song),2
Justin Bieber,2
Nashville,2
Annette Beard,2
Music Of Fiji,2
George Sand,2
Michelle (Song),2
Dream Baby (How Long Must I Dream),2
Brahms-Preis,2
There Is Only One Roy Orbison,2
Teen Pop,2
Pamela Dellal,2
"Hey Ho, What You Do To Me",2
National Recording Registry,3
Spring (American Spring Album),2
Blue Christmas (Song),2
Only The Lonely,3
Dave Sardy,2
Parallels Between Virgil'S Aeneid And Homer'S Iliad And Odyssey,2
Giovanni Berchet,6
British Marine Art (Romantic Era),6
Lists Of Albums,2
20/20 (The Beach Boys Album),2
Music Of Palestine,2
Obscuris Vera Involvens,2
Historia Brittonum,2
Johann Adolph Hasse,2
Music Of Mauritius,2
Wilhelm Stenhammar,2
The All-Time Greatest Hits Of Roy Orbison,2
Wilhelm Furtwängler,2
Naima,2
And Then There Was Silence,2
Music Of Liberia,2
Music Of Saint Kitts And Nevis,2
Chip Douglas,2
Sam Smith,2
Gyas,2
"Nun Komm, Der Heiden Heiland, Bwv 62",2
Alexander Ossovsky,2
Garry Peterson,2
Felix Draeseke,2
Tone Poem,2
Diver Down,2
Otto Erich Deutsch,2
Los Angeles Times,3
Indianist Movement,6
"Malibu, California",2
Robert Plant,2
Barcelona,2
Léo Delibes,6
Music & Media,2
Sheets Of Sound,2
Judy'S Turn To Cry,2
Christmas Is My Time Of Year,2
Kirsten Flagstad,3
Artificial Paradise (The Guess Who Album),2
Dig Out Your Soul Tour,2
Finale (Music),3
20Th Anniversary Tour 1986,2
Vissarion Belinsky,6
16 Biggest Hits (Roy Orbison Album),2
Revolution (Beatles Song),2
Good Vibrations: My Life As A Beach Boy,2
Because (The Dave Clark Five Song),3
Ascension (John Coltrane Album),2
Orpheus Britannicus,2
Violin Sonata No. 1 (Brahms),2
Der Ring Des Nibelungen: Composition Of The Music,2
Counterculture Of The 1960S,5
Alexander Zemlinsky,2
Ferdinand David (Musician),6
1958 Miles,2
F-A-E Sonata,3
Hushabye,2
Bye Bye Blackbird,2
Side-Slipping,2
James Russell Lowell,6
Catillus,2
Joaquim Manuel De Macedo,6
Smiley Smile,2
"Baby, You'Re A Rich Man",2
Steamin' With The Miles Davis Quintet,2
Iron,2
1 (Beatles Album),2
Howlin' Wolf,2
You Are So Beautiful,2
The Canterbury Guests,2
Stevie Wonder,6
2001: Live In Las Vegas,2
Guitar Solo,3
"Fun, Fun, Fun",2
Greg Leskiw,2
Gesellschaft Der Musikfreunde,2
American Horror Story: Murder House,2
33⅓ Revolutions Per Monkee,2
Cash Box,6
You Got What It Takes (Album),3
Dance-Rock,2
Ripheus,2
You Don'T Have To Be A Baby To Cry,2
"Fallt Mit Danken, Fallt Mit Loben, Bwv 248 Iv",2
Johann Gottlieb Fichte,6
The Monkees: The Day-By-Day Story Of The 60S Tv Pop Sensation,2
Ward Sylvester,2
Wieland Der Schmied (Libretto),4
Baby'S In Black,2
Tarnhelm,2
Grigol Orbeliani,6
Psychedelic Rock,5
Multitrack Recording,2
Trinity Sunday,3
Music Of Egypt,2
Live By The Sea,2
Blondie Chaplin,2
Music Of Nicaragua,2
Beach Boys Studio,2
Ticket To Ride (Song),4
Parlophone,2
Coltrane (1962 Album),2
Barbershop Harmony Society,2
Berry Gordy,2
Made In California,2
Toivo Kuula,6
It'S Over (Roy Orbison Song),3
Edgar Quinet,6
Oh! Darling,3
Consequence Of Sound,2
I Got You (I Feel Good),2
Baroque Opera,2
Johann Philipp Krieger,2
Hyperion Records,2
Das Judenthum In Der Musik,4
American Woman,2
Keep An Eye On Summer – The Beach Boys Sessions 1964,2
In Dreams (Roy Orbison Album),2
Penultimate,2
Eva Wagner-Pasquier,4
"Piano Sonata In B Major, D 575 (Schubert)",2
I Will,2
Symphony No. 8 (Mahler),2
Gustavo Adolfo Bécquer,6
Boris Godunov (Opera),2
Andromache,2
Ferdinand Ries,6
Mahāgīta,2
Vier Ernste Gesänge,2
Mariah Carey,2
"Two Motets, Op. 74 (Brahms)",2
Scherzo,3
Victor Herbert,6
Till I Can'T Take It Anymore,2
Two Tenors,2
Gfk Entertainment Charts,7
Music Of Indonesia,2
Henry-Louis De La Grange,2
International Johannes Brahms Competition,2
Der Gerettete Alberich,2
Henry Wadsworth Longfellow,6
"Fünf Lieder, Op. 105 (Brahms)",2
"Piano Sonata In E Major, D 157 (Schubert)",2
Eight Days A Week,2
Definitely Maybe,2
Elektra (Opera),2
Ivan Neville,2
Romanticism In Evolution Theory,6
William Henry Hadow,2
The Beach Boys' Unreleased And Bootleg Recordings,2
Lavinia (Novel),2
Washington Irving,6
More Of Roy Orbison'S Greatest Hits,2
Lea Desandre,2
Valses Sentimentales And Valses Nobles (Schubert),2
The Fatal Marriage,2
Surf'S Up (Song),2
Pop Chronicles,4
'Round About Midnight,3
I Am The Walrus,2
When A Man Loves A Woman (Song),2
Julia (Beatles Song),2
"Piano Sonata In E Major, D 459 (Schubert)",2
Emmanuelle Haïm,2
Niccolò Paganini,7
Augmented Dominant Seventh Chord,2
Can'T You See That She'S Mine,3
People (Magazine),3
Raffi (Novelist),6
Fin De Siècle,2
(Theme From) The Monkees,2
Hold On! (Film),2
Pentecost,2
Supersonic (Oasis Song),2
Clonius,2
Music Of Iraq,2
Pool It!,2
Byronic Hero,6
Recitative,2
Music Of Tuvalu,2
Ajax The Lesser,2
Jules Massenet,6
Patience And Prudence,3
Ray Charles,2
Tonight You Belong To Me,3
The Case Of Wagner,4
Eduard Hanslick,3
Arch Form,2
Ossian,6
Teen Idol,2
Music Of Solomon Islands,2
Richard Wagner Foundation,4
Variations On A Theme Of Paganini,2
Der Wanderer,2
Hans Zender,2
China,2
Woody Allen,3
Wieland Wagner,4
The Mindbenders,3
Logarithm,2
I Knew It All The Time,3
René Wellek,6
Moment'S Notice,2
Piano Sonata In B Minor (Liszt),2
Walt Disney,2
The Ed Sullivan Show,7
Helmuth Rilling,2
Teldec,2
King Of Hearts (Roy Orbison Album),2
Ride Of The Valkyries,4
Johann Nepomuk Hummel,8
Music Of Chad,2
5 By 5 (Dave Clark Five Album),3
Bach'S Missa Of 1733,2
Wilhelm Heinrich Wackenroder,6
Memphis (Roy Orbison Album),2
Karl Goldmark,6
Music Of Slovakia,2
Staatsbibliothek Zu Berlin,2
(Just Like) Starting Over,2
Rarities (The Beach Boys Album),2
"Britons, Strike Home!",2
Philharmonia Orchestra,2
Traveling Wilburys,2
Countertenor,2
Yoko Ono,3
Stereophonic Sound,2
Pantheism,6
Hip-Hop,2
Nikoloz Baratashvili,6
The Cats (Album),2
A Session With The Dave Clark Five,3
Atlantic Records,3
Augustus Ii The Strong,2
Choir,2
Monterey Pop Festival,2
Piano Sonata,3
Martha And The Vandellas,4
Italian Opera,2
Harry Styles,2
Taverner Consort And Players,2
Dial Africa: The Savoy Sessions,2
Sethus Calvisius,2
Franz Lachner,7
Beware Of Greeks Bearing Gifts,2
Pierre Rode,6
Der Fliegende Holländer,5
Catch Us If You Can (Film),3
Das Liebesmahl Der Apostel,4
Cyprian Norwid,6
Love Me Do,2
Vladimir Ashkenazy,2
E. T. A. Hoffmann,6
Fyodor Tyutchev,6
Anton Rubinstein,7
Music Of East Timor,2
Seal (Musician),2
Take Out Some Insurance,2
Crinisus,2
Music Of Senegal,2
Manfred,2
Music Of Moldova,2
The Spotnicks,2
"Hawthorne, Ca (Album)",2
Herman'S Hermits Hits,2
Metabus,2
Pop Gear,2
Brutus Of Alba (Play),2
The Jimi Hendrix Experience,2
Ken Burns Jazz: John Coltrane,2
Paris,4
Harold C. Schonberg,4
Music Perception,2
Bayreuth Festival Orchestra,4
Joe Melson,2
Put A Little Love In Your Heart,3
Live In Japan (John Coltrane Album),2
Bonn,2
Kokomo (Song),2
Das Lied Von Der Erde,2
Deutsche Bachsolisten,2
Karl Bryullov,6
Johann Baptist Streicher,2
'Til I Die,2
Changes (The Monkees Album),2
Wagner'S Dream,4
Anne Brontë,6
Ned Washington,2
Recorder (Musical Instrument),2
Andy Kim (Singer),2
The Complete Columbia Recordings Of Miles Davis With John Coltrane,2
Luigi Boccherini,2
American Woman (Album),2
Surfer Girl,2
Jimmy Page,4
"Live At The Half Note: One Down, One Up",2
Cyril Neville,2
Bubblegum Music,3
Lake Lucerne,2
Music Of Guinea,2
Music Of Norway,2
My Bloody Valentine (Band),2
Nancy Evans (Mezzo-Soprano),2
Roy Henderson (Baritone),2
Nhã Nhạc,2
The Olatunji Concert: The Last Live Recording,2
Melisma,3
Maria Firmina Dos Reis,6
Coltrane Jazz,2
John Closterman,2
Citizen Kane,2
Rodgers And Hammerstein,2
Infinity (John Coltrane Album),2
John Philip Sousa,6
Gary Glitter,2
German Romanticism,7
Schubert'S Compositions For Violin And Piano,2
John W. Coltrane Cultural Society,2
Music Of Maldives,2
And I Love Her,2
Josias Priest,2
"Du Wahrer Gott Und Davids Sohn, Bwv 23",2
Martin Luther,3
Glossary Of Music Terminology,2
The Crew-Cuts,2
Symphony No. 9 (Schubert),2
Violin Sonata,2
All Media Network,2
Hanns Eisler,2
Music Of Guinea-Bissau,2
Frauen-Liebe Und Leben,3
Newport '63,2
Richie Unterberger,3
Jan Nepomucen Głowacki,6
Deborah Warner,2
Prosper Mérimée,6
Fannie Mae (Song),2
Pacific Ocean Blue,2
Love V. Wilson,2
Albert Bierstadt,6
Rca Victor,4
Museum (Song),2
Tapioca Tundra,2
Bach-Jahrbuch,2
Music Of Australia,2
Music Of Palau,2
Typhoid Fever,2
Andreas Glöckner,2
Glasgow,2
Music Of North Africa,2
J. M. W. Turner,6
Betty Kelly,2
Gioachino Rossini,6
Moritz Moszkowski,6
Things We Said Today,2
Machado De Assis,6
Music Of Lebanon,2
Mellotron,2
Gods Of War (Manowar Album),2
Tears In The Morning,2
Hungarian Dances (Brahms),2
Coconut (Song),2
Opéra National De Montpellier,2
United Kingdom,3
Ancient Greek,2
Wayne Mcgregor,2
Stéphane Mallarmé,2
"Mrs. Brown, You'Ve Got A Lovely Daughter (Film)",2
Annunciation,2
Petar Konjović,6
Pallas (Son Of Evander),2
Palinurus,2
Music Of Slovenia,2
All Around The World (Oasis Song),2
Please Let Me Wonder,2
Götterdämmerung Discography,4
No Other Love (1953 Song),2
Rondo,3
Alessandro Manzoni,6
Leonard Cohen,3
Warner Music Group,3
Till There Was You,2
The Monkees Greatest Hits,2
Dream Pop,2
Equinox (Jazz Standard),2
Edward Macdowell,6
Library And Archives Canada,5
Jerry Schilling,2
...There And Then,2
Nisus And Euryalus,2
My Baby Loves Me (Martha And The Vandellas Song),2
Eric Clapton,2
Henryk Wieniawski,6
A German Requiem (Brahms),2
Strangers In The Night,2
Baritone,7
"Kyrie–Gloria Masses, Bwv 233–236",2
Byzantine Music,2
Bernie Taupin,3
Romantic Literature In English,6
Vasily Tropinin,6
"Memphis, Tennessee (Song)",3
Remembrance Sunday,2
